1:1	Adam|the-man Seth|Seth Enos|Enosh
11:16	David|David aber|but war|was an|to sicherem|[sicherem] Ort|fortress und|and die|the Schildwacht|garrison der|the Philister|Philistine war|was dazumal|[dazumal] zu|to Bethlehem|Bethlehem
11:17	Und|and David|David ward|was lüstern|[lüstern] und|and sprach|said Wer|what will|will mir|me Wasser|water zu|to trinken|drink geben|drink aus|stringed instrument dem|the Brunnen|well zu|to Bethlehem|Bethlehem unter|under dem|the Tor|gate
11:18	Da|then brachen|cleave die|the drei|three in|in der|the Philister|Philistine Lager|camp und|and schöpften|draw Wasser|water aus|stringed instrument dem|the Brunnen|well zu|to Bethlehem|Bethlehem unter|under dem|the Tor|gate und|and trugen|bore s|bear und|and brachten|brought s|[s] zu|to David|David Er|David aber|but wollte|to es|it nicht|not trinken|drink sondern|but goß|pour es|it aus|pour dem|the HERRN|GOD
11:19	und|and sprach|said Das|the lasse|bring-forth mein|my Gott|God fern|distance von|begin mir|me sein|his daß|stringed instrument ich|I solches|hereby (-in tue|make und|and trinke|drink das|the Blut|blood dieser|this Männer|men in|in ihres|her Lebens|soul Gefahr|[Gefahr] denn|and sie|they haben|have s|[s] mit|with ihres|her Lebens|soul Gefahr|[Gefahr] hergebracht|brought-down Darum|therefore wollte|to er|he s|[s] nicht|not trinken|drink Das|the taten|make die|the drei|three Helden|mighty
11:20	Abisai|[Abisai] der|the Bruder|brother Joabs|Joab der|be thou war|was der|the Vornehmste|head unter|under dreien|three und|and er|he hob|awake seinen|his Spieß|spear auf|awake und|and schlug|slay dreihundert|three Und|and er|not war|was unter|under dreien|three berühmt|name
11:21	und|and er|he der|stringed instrument dritte|three herrlicher|honour denn|for die|the zwei|two und|and war|be thou ihr|you Oberster|prince aber|but bis|until an|ever jene|them drei|three kam|came er|he nicht|not
11:22	Benaja|Benaiah der|the Sohn|old Jojadas|Jehoiada des|of-the Sohnes|old Is-|[Is-] Hails|army von|stringed instrument großen|many Taten|work von|from Kabzeel|Kabzeel er|he schlug|smite zwei|two Helden|[Helden] der|the Moabiter|Moab und|he ging|went hinab|descend und|and schlug|smite einen|a Löwen|[Löwen] mitten|midst im|in-the Brunnen|well zur|to-the Schneezeit|snow
11:23	Er|he schlug|smite auch|also einen|a ägyptischen|Egyptian Mann|man der|the war|was fünf|five Ellen|cubits groß|measure und|Egyptian hatte|had einen|a Spieß|spear in|in der|the Hand|by wie|as ein|a Weberbaum|[Weberbaum] Aber|but er|he ging|descend zu|to ihm|him hinab|descend mit|with einem|a Stecken|tribe und|and nahm|spoil ihm|Egyptian den|the Spieß|spear aus|stringed instrument der|the Hand|by und|and tötete|slay ihn|him mit|with seinem|his eigenen|own Spieß|spear
11:24	Das|the tat|make Benaja|Benaiah der|the Sohn|old Jojadas|Jehoiada und|and war|was berühmt|name unter|under drei|three Helden|mighty
11:25	und|he war|was der|the herrlichste|honour unter|stringed instrument den|the dreißig|thirty aber|but an|to jene|them drei|three kam|came er|he nicht|not David|David aber|but machte|made ihn|put zum|above heimlichen|secret Rat|counselor
11:26	Die|the streitbaren|army Helden|mighty sind|are diese|these Asahel|Asahel der|the Bruder|brother Joabs|Joab Elhanan|[Elhanan] der|the Sohn|old Dodos|Dodo von|stringed instrument Bethlehem|Bethlehem
11:27	Sammoth|[Sammoth] der|the Haroriter|[Haroriter] Helez|[Helez] der|the Peloniter|[Peloniter]
11:28	Ira|[Ira] der|the Sohn|old Ikkes|[Ikkes] der|the Thekoiter|Tekoite Abieser|[Abieser] der|the Anathothiter|Anethothite
11:29	Sibbechai|[Sibbechai] der|the Husathiter|[Husathiter] Ilai|[Ilai] der|the Ahohiter|[Ahohiter]
11:30	Maherai|[Maherai] der|the Netophathiter|Netophathite Heled|[Heled] der|the Sohn|old Baanas|Baanah der|the Netophathiter|Netophathite
11:31	Itthai|[Itthai] der|the Sohn|old Ribais|[Ribais] von|stringed instrument Gibea|Gibeah der|the Kinder|old Benjamin|Benjamin Benaja|Benaiah der|the Pirathoniter|Pirathonite
11:32	Hurai|[Hurai] von|stringed instrument Nahale-|[Nahale-] Gaas|river Abiel|[Abiel] der|the Arbathiter|[Arbathiter]
11:33	Asmaveth|Azmaveth der|the Baherumiter|[Baherumiter] Eljahba|[Eljahba] der|the Saalboniter|[Saalboniter]
11:34	die|the Kinder|old Hasems|[Hasems] des|of-the Gisoniters|[Gisoniters] Jonathan|Jonathan der|the Sohn|old Sages|[Sages] der|the Harariter|[Harariter]
11:35	Ahiam|[Ahiam] der|the Sohn|old Sachars|[Sachars] der|the Harariter|[Harariter] Elipal|[Elipal] der|the Sohn|old Urs|[Urs]
11:36	Hepher|Hepher der|the Macherathiter|[Macherathiter] Ahia|[Ahia] der|the Peloniter|[Peloniter]
11:37	Hezro|[Hezro] der|the Karmeliter|[Karmeliter] Naerai|[Naerai] der|the Sohn|old Asbais|[Asbais]
11:38	Joel|Joel der|the Bruder|brother Nathans|Nathan Mibehar|[Mibehar] der|the Sohn|old Hagris|[Hagris]
11:39	Zelek|[Zelek] der|the Ammoniter|Ammonite Naherai|[Naherai] der|the Berothiter|[Berothiter] der|the Waffenträger|bear Joabs|Joab des|of-the Sohnes|old der|the Zeruja|[Zeruja]
11:40	Ira|[Ira] der|the Jethriter|[Jethriter] Gareb|Gareb der|the Jethriter|[Jethriter]
11:41	Uria|[Uria] der|the Hethiter|Hittite Sabad|Zabad der|the Sohn|old Ahelais|[Ahelais]
11:42	Adina|[Adina] der|the Sohn|old Sisas|[Sisas] der|the Rubeniter|Reubenite ein|a Hauptmann|head der|the Rubeniter|Reubenite und|and dreißig|thirty waren|were unter|above ihm|him
11:43	Hanan|Hanan der|the Sohn|old Maachas|Maachah Josaphat|[Josaphat] der|the Mithniter|[Mithniter]
11:44	Usia|[Usia] der|the Asthrathiter|[Asthrathiter] Sama|[Sama] und|and Jaiel|Jeiel die|the Söhne|old Hothams|[Hothams] des|of-the Aroeriters|[Aroeriters]
11:45	Jediael|[Jediael] der|the Sohn|old Simris|[Simris] Joha|[Joha] sein|his Bruder|brother der|the Thiziter|[Thiziter]
11:46	Eliel|[Eliel] der|the Maheviter|[Maheviter] Jeribai|[Jeribai] und|and Josawja|[Josawja] die|the Söhne|old Elnaams|[Elnaams] Jethma|[Jethma] der|the Moabiter|Moabite
11:47	Eliel|[Eliel] Obed|Obed Jaesiel|[Jaesiel] von|from Mezobaja|[Mezobaja]
12:1	Auch|also kamen|came zu|to David|David gen|to Ziklag|Ziklag da|then er|he noch|ever abgesondert|[abgesondert] war|stayed vor|stringed instrument Saul|Saul dem|the Sohn|old des|of-the Kis|Kish und|and sie|walk waren|were auch|also unter|under den|the Helden|mighty die|the zum|as-a Streit|war halfen|help
12:2	mit|with Bogen|bow gerüstet|kiss geschickt|[geschickt] mit|with beiden|right Händen|hands auf|on Steine|stones und|and auf|on Pfeile|arrow und|and Bogen|bow von|stringed instrument den|the Brüdern|brothers Sauls|Saul die|the aus|stringed instrument Benjamin|Benjamin waren|were
12:3	der|the Vornehmste|head Ahieser|[Ahieser] und|and Joas|Joash die|the Kinder|old Saamas|[Saamas] des|of-the Gibeathiters|[Gibeathiters] Jesiel|[Jesiel] und|and Pelet|[Pelet] die|the Kinder|old Asmaveths|Azmaveth Baracha|[Baracha] und|and Jehu|Jehu der|the Anathothiter|Anethothite
12:4	Jismaja|[Jismaja] der|the Gibeoniter|Gibeonite gewaltig|mighty unter|under den|the dreißig|thirty und|and über|above die|the dreißig|thirty Jeremia|Jeremiah Jahasiel|Jahaziel Johanan|Johanan Josabad|Jozabad der|the Gederathither|[Gederathither]
12:5	Eleusai|[Eleusai] Jerimoth|Jerimoth Bealja|[Bealja] Semarja|[Semarja] Sephatja|Shephatiah der|the Harophiter|[Harophiter]
12:6	Elkana|[Elkana] Jissia|Isshiah Asareel|Azareel Joeser|[Joeser] Jasobeam|[Jasobeam] die|the Korahiter|Korhites
12:7	Joela|[Joela] und|and Sebadja|Zebadiah die|the Kinder|old Jerohams|Jeroham von|from Gedor|[Gedor]
12:8	Von|stringed instrument den|the Gaditern|Gadite sonderten|[sonderten] sich|himself aus|from zu|to David|David nach|after dem|the sichern|[sichern] Ort|hold in|in der|the Wüste|wilderness da|then er|he sich|himself verborgen|[verborgen] hatte|had starke|army Helden|mighty und|and Kriegsleute|war die|the Schild|spear und|and Spieß|shield führten|array und|and ihr|you Angesicht|face wie|face der|the Löwen|[Löwen] und|and schnell|haste wie|as die|the Rehe|roe auf|above den|the Bergen|mountain
12:9	der|the erste|head Eser|Ezer der|the zweite|second Obadja|Obadiah der|the dritte|third Eliab|[Eliab]
12:10	der|the vierte|fourth Masmanna|[Masmanna] der|the fünfte|fifth Jeremia|Jeremiah
12:11	der|the sechste|sixth Atthai|[Atthai] der|the siebente|seventh Eliel|[Eliel]
12:12	der|the achte|eighth Johanan|Johanan der|the neunte|ninth Elsabad|[Elsabad]
12:13	der|the zehnte|tenth Jeremia|Jeremiah der|the elfte|bright Machbannai|[Machbannai]
12:14	Diese|these waren|were von|stringed instrument den|the Kindern|old Gad|Gad Häupter|head im|in-the Heer|host der|the Kleinste|small über|over hundert|hundred und|and der|the größte|great über|over tausend|thousand
12:15	Die|the sind|are s|walk die|the über|over den|the Jordan|Jordan gingen|pass im|in-the ersten|first Monat|month da|then er|he voll|filled-with war|fill an|above beiden|all (manner Ufern|bank und|and verjagten|flee alle|all (manner die|the in|in den|the Gründen|valley wohnten|settled gegen|toward Morgen|east und|and gegen|toward Abend|west
12:16	Es|it kamen|came aber|but auch|stringed instrument Kinder|old Benjamins|Benjamin und|and Juda|Judah s|Judah zu|to David|David an|ever seinen|his sichern|[sichern] Ort|hold
12:17	David|David aber|but ging|went heraus|bring zu|to ihnen|face und|and antwortete|answer und|and sprach|said zu|to ihnen|them Kommt|comes ihr|you im|in-the Frieden|peace zu|to mir|me und|and mir|me zu|to helfen|help so|then soll|shall mein|my Herz|heart mit|above euch|you sein|be thou kommt|comes ihr|you aber|but mit|with List|deceived und|and mir|me zuwider|enemy zu|to sein|deceived da|then doch|please kein|not Frevel|violence an|to mir|hand ist|is so|then sehe|see der|the Gott|God unsrer|our Väter|fathers darein|to und|and strafe|reprove es|it
12:18	Aber|but der|the Geist|wind ergriff|clothe Amasai|[Amasai] den|the Hauptmann|head unter|under den|the dreißig|thirty Dein|your sind|are wir|we David|David und|and mit|hide dir|you halten|keep wir|we s|[s] du|you Sohn|old Isais|Jesse Friede|peace Friede|peace sei|be mit|with dir|you Friede|peace sei|be mit|with deinen|your Helfern|help denn|and dein|your Gott|God hilft|help dir|you Da|then nahm|receive sie|they David|David an|receive und|and setzte|put sie|they zu|to Häuptern|head über|over die|the Kriegsleute|band
12:19	Und|and von|stringed instrument Manasse|Manasseh fielen|fall zu|above David|David da|then er|he kam|came mit|hide den|the Philistern|Philistine wider|above Saul|Saul zum|as-a Streit|war und|and half|help ihnen|them nicht|not Denn|and die|the Fürsten|lord der|the Philister|Philistine ließen|send ihn|him mit|with Bedacht|counsel von|from sich|himself und|and sprachen|said Wenn|when er|he zu|to seinem|his Herrn|LORD Saul|Saul fiele|fall so|then möchte|might es|it uns|us unsern|our Hals|head kosten|eat
12:20	Da|then er|he nun|now gen|to Ziklag|Ziklag zog|go fielen|fall zu|above ihm|him von|stringed instrument Manasse|Manasseh Adna|[Adna] Josabad|Jozabad Jediael|[Jediael] Michael|Michael Josabad|Jozabad Elihu|[Elihu] Zilthai|[Zilthai] Häupter|head über|over tausend|thousand in|in Manasse|Manasseh
12:21	Und|and sie|walk halfen|help David|David wider|above die|the Kriegsleute|band denn|and sie|they waren|were alle|all (manner streitbare|army Männer|mighty und|and wurden|be thou Hauptleute|prince über|over das|the Heer|host
12:22	Auch|and kamen|came alle|all Tage|time etliche|time zu|above David|David ihm|him zu|to helfen|help bis|ever daß|that es|it ein|a großes|great Heer|camp ward|was wie|as ein|a Heer|camp Gottes|of-God
12:23	Und|and dies|this ist|is die|the Zahl|number der|the Häupter|head gerüstet|deliver zum|as-a Heer|host die|the zu|above David|David gen|to Hebron|Hebron kamen|came das|the Königreich|kingdom Sauls|Saul zu|to ihm|him zu|to wenden|compass nach|after dem|the Wort|mouth des|of-the HERRN|GOD
12:24	der|the Kinder|old Juda|Judah die|the Schild|shield und|and Spieß|spear trugen|bear waren|were sechstausend|six und|and achthundert|eight gerüstet|deliver zum|as-a Heer|host
12:25	der|stringed instrument Kinder|old Simeon|Simeon streitbare|army Helden|mighty zum|as-a Heer|host siebentausend|seven und|and hundert|hundred
12:26	der|stringed instrument Kinder|old Levi|Levi viertausend|[viertausend] und|and sechshundert|six
12:27	und|and Jojada|Jehoiada der|the Fürst|ruler unter|under denen|them von|from Aaron|[Aaron] mit|hide dreitausend|three und|and siebenhundert|seven
12:28	Zadok|Zadok ein|a junger|servant streitbarer|army Held|mighty mit|with seines|his Vaters|father's Hause|household zweiundzwanzig|two Oberste|prince
12:29	der|stringed instrument Kinder|old Benjamin|Benjamin Sauls|Saul Brüder|brothers dreitausend|three denn|for bis|ever auf|on die|the Zeit|here hielten|keep ihrer|their noch|still viel|many an|to dem|the Hause|household Saul|Saul
12:30	der|stringed instrument Kinder|old Ephraim|Ephraim zwanzigtausend|twenty und|and achthundert|eight streitbare|army Helden|mighty und|and berühmte|name Männer|men in|in ihren|their Vaterhäusern|[Vaterhäusern]
12:31	des|stringed instrument halben|half Stammes|tribe Manasse|Manasseh achtzehntausend|eight die|the mit|with Namen|name genannt|called wurden|curse daß|that sie|they kämen|came und|and machten|reign David|David zum|as-a König|reign
12:32	der|stringed instrument Kinder|old Isaschar|Issachar die|the verständig|discerning waren|know und|and rieten|know was|what zu|to der|the Zeit|time Israel|Israelites tun|do sollte|make zweihundert|hundred Hauptleute|head und|and alle|all (manner ihre|their Brüder|brothers folgten|above ihrem|her Wort|mouth
12:33	von|stringed instrument Sebulon|Zebulun die|the ins|into-the Heer|host zogen|bring zum|as-a Streit|war gerüstet|array mit|with allerlei|all (manner Waffen|vessel zum|as-a Streit|war fünfzigtausend|fifty sich|himself in|in die|the Ordnung|[Ordnung] zu|to schicken|fail einträchtig|not
12:34	von|stringed instrument Naphthali|Naphtali tausend|thousand Hauptleute|prince und|and mit|hide ihnen|them die|the Schild|shield und|and Spieß|spear führten|carried siebenunddreißigtausend|seven
12:35	von|stringed instrument Dan|Danite zum|as-a Streit|war gerüstet|array achtundzwanzigtausend|eight sechshundert|six
12:36	von|stringed instrument Asser|Asher die|the ins|into-the Heer|host zogen|bring gerüstet|array zum|as-a Streit|war vierzigtausend|[vierzigtausend]
12:37	von|stringed instrument jenseit|side des|of-the Jordans|Jordan von|stringed instrument den|the Rubenitern|Reubenite Gaditern|Gadite und|and dem|the halben|half Stamm|tribe Manasse|Manasseh mit|with allerlei|all (manner Waffen|vessel zum|as-a Streit|war hundertzwanzigtausend|hundred
12:38	Alle|all (manner diese|these Kriegsleute|[Kriegsleute] die|the das|the Heer|army ordneten|fail kamen|came von|from ganzem|perfect Herzen|heart gen|to Hebron|Hebron David|David zum|as-a König|King zu|to machen|reign über|above ganz|all (manner Israel|Israelites Auch|also war|was alles|all (manner andere|remnant Israel|Israelites eines|one Herzens|heart daß|that man|one David|David zum|as-a König|King machte|reign
12:39	Und|and sie|they waren|be thou daselbst|in it bei|hide David|David drei|three Tage|time aßen|ate und|and tranken|drink denn|and ihre|their Brüder|brothers hatten|had für|for sie|walk zubereitet|prepare
12:40	Auch|also welche|which die|the nächsten|near um|for sie|they waren|were bis|until hin|away an|ever Isaschar|Issachar Sebulon|Zebulun und|and Naphthali|Naphtali die|the brachten|brought Brot|bread auf|on Eseln|ass Kamelen|camel Maultieren|mule und|and Rindern|ox Speise|meat von|from Mehl|meal Kuchen|lump von|from Feigen|[Feigen] und|and Rosinen|[Rosinen] Wein|wine Öl|oil Rinder|ox Schafe|flock die|the Menge|multitude denn|and es|it war|was Freude|joy in|in Israel|Israelites
13:1	Und|and David|David hielt|holding einen|a Rat|counsel mit|hide den|the Hauptleuten|prince über|over tausend|thousand und|and über|over hundert|hundred und|and mit|with allen|all (manner Fürsten|ruler
13:2	und|David sprach|said zu|to der|the ganzen|all (manner Gemeinde|congregation Israel|Israelites Gefällt|good es|it euch|above und|and ist|is s|[s] vom|stringed instrument HERRN|GOD unserm|our Gott|God so|then laßt|let uns|us allenthalben|everywhere ausschicken|send zu|above unsern|our andern|leave Brüdern|brothers in|in allen|all (manner Landen|lands Israels|Israelites und|and mit|with ihnen|them zu|to den|the Priestern|priest und|and Leviten|Levite in|hide den|the Städten|town da|then sie|they Vorstädte|suburbs haben|have daß|that sie|they zu|to uns|us versammelt|gathered werden|gather
13:3	und|and laßt|let uns|us die|the Lade|coffin unsers|our Gottes|of-God zu|to uns|us wieder|back holen|compass denn|and zu|to den|the Zeiten|time Sauls|Saul fragten|seek wir|we nicht|not nach|after ihr|you
13:4	Da|then sprach|said die|the ganze|all (manner Gemeinde|congregation man|one sollte|would also|prepare tun|make denn|and solches|word gefiel|eye allem|all (manner Volk|nation wohl|please
13:5	Also|so versammelte|gather David|David das|the ganze|all (manner Israel|Israelites vom|stringed instrument Sihor|Sihor Ägyptens|Egypt an|to bis|ever man|one kommt|comes gen|to Hamath|Hamath die|the Lade|coffin Gottes|of-God zu|to holen|brought von|stringed instrument Kirjath-|[Kirjath-] Jearim|Kirjathjearim
13:6	Und|and David|David zog|went hinauf|offer mit|with ganz|all (manner Israel|Israelites gen|to Baala|Baalah nach|after Kirjath-|[Kirjath-] Jearim|Kirjathjearim welches|in-the liegt|lies in|in Juda|Judah daß|that er|he von|stringed instrument da|in it heraufbrächte|offer die|the Lade|coffin Gottes|of-God des|of-the HERRN|GOD der|the auf|on dem|the Cherubim|cherubims sitzt|dwell da|then der|the Name|name angerufen|[angerufen] wird|call
13:7	Und|and sie|they ließen|ride die|the Lade|coffin Gottes|of-God auf|above einem|a neuen|new Wagen|cart führen|carry aus|stringed instrument dem|the Hause|household Abinadabs|[Abinadabs] Usa|Uzza aber|but und|and sein|his Bruder|brother trieben|lead den|the Wagen|cart
13:8	David|David aber|but und|and das|the ganze|all (manner Israel|Israelites spielten|play vor|face Gott|God her|here aus|from ganzer|all (manner Macht|strength mit|with Liedern|song mit|with Harfen|harp mit|with Psaltern|psalteries mit|with Pauken|timbrel mit|with Zimbeln|cymbal und|and mit|with Posaunen|trumpet
13:9	Da|then sie|they aber|but kamen|came zur|ever Tenne|threshingfloor Chidon|[Chidon] reckte|send Usa|Uzza seine|his Hand|by aus|from die|the Lade|coffin zu|to halten|keep denn|and die|the Rinder|ox schritten|release beiseit|[beiseit] aus|release
13:10	Da|then erzürnte|kindled der|the Grimm|fury des|of-the HERRN|GOD über|over Usa|Uzza und|and er|he schlug|smite ihn|him darum|therefore daß|above er|he seine|his Hand|by hatte|had ausgereckt|send an|above die|the Lade|coffin daß|that er|he daselbst|in it starb|die vor|face Gott|God
