1:1	Am|on-the Anfang|beginning schuf|create Gott|God Himmel|heaven und|and Erde|earth
18:2	Und|and als|when er|he seine|his Augen|eye aufhob|bear und|and sah|see siehe|behold da|then standen|stand drei|three Männer|men vor|before ihm|him Und|and da|then er|he sie|they sah|see lief|ran er|run ihnen|them entgegen|meet von|from der|the Tür|door seiner|his Hütte|tent und|and bückte|bowed sich|himself nieder|worship zur|to-the Erde|earth
18:3	und|and sprach|said Herr|LORD habe|have ich|I Gnade|grace gefunden|find vor|before deinen|your Augen|eye so|then gehe|pass nicht|not an|to deinem|your Knecht|servant vorüber|pass
18:4	Man|one soll|take euch|you ein|a wenig|little Wasser|water bringen|take und|and eure|your Füße|feet waschen|wash und|and lehnt|lean euch|you unter|under den|the Baum|tree
18:5	Und|and ich|I will|will einen|a Bissen|morsel Brot|bread bringen|take daß|that ihr|you euer|your Herz|heart labt|comfort darnach|after sollt|shall ihr|you fortgehen|pass Denn|for darum|therefore seid|pass ihr|you zu|above eurem|your Knecht|servant gekommen|pass Sie|they sprachen|speak Tue|make wie|as du|you gesagt|said hast|have
18:6	Abraham|Abraham eilte|haste in|in die|the Hütte|tent zu|to Sara|Sarah und|and sprach|said Eile|haste und|and menge|multitude drei|three Maß|measure Semmelmehl|flour knete|knead und|and backe|make Kuchen|cake
18:7	Er|he aber|but lief|run zu|to den|the Rindern|ox und|and holte|take ein|a zartes|tender gutes|good Kalb|old und|and gab|gave s|put dem|the Knechte|servant der|the eilte|haste und|and bereitete|prepared es|it zu|make
18:8	Und|and er|he trug|bore auf|take Butter|butter und|and Milch|milk und|and von|from dem|the Kalbe|old das|the er|he zubereitet|prepared hatte|make und|and setzte|put es|it ihnen|them vor|face und|and blieb|stayed stehen|stood vor|before ihnen|them unter|under dem|the Baum|tree und|and sie|they aßen|ate
18:9	Da|then sprachen|said sie|they zu|to ihm|him Wo|where ist|is dein|your Weib|wife Sara|Sarah Er|he antwortete|answered Drinnen|inside in|in der|the Hütte|tent
18:10	Da|then sprach|said er|he Ich|I will|return wieder|return zu|to dir|you kommen|return über|over ein|a Jahr|time siehe|behold so|then soll|shall Sara|Sarah dein|your Weib|wife einen|a Sohn|old haben|have Das|the hörte|hear Sara|Sarah hinter|behind ihm|him hinter|behind der|the Tür|door der|the Hütte|tent
18:11	Und|and sie|they waren|were beide|both Abraham|Abraham und|and Sara|Sarah alt|elders und|and wohl|well betagt|advanced also|so daß|that es|it Sara|Sarah nicht|not mehr|cease ging|went nach|after der|the Weiber|wives Weise|manner
18:12	Darum|therefore lachte|laugh sie|Sarah bei|with sich|himself selbst|among und|and sprach|said Nun|now ich|I alt|old bin|consume soll|shall ich|I noch|still Wollust|pleasure pflegen|pleasure und|and mein|my Herr|LORD ist|is auch|also alt|aged
18:13	Da|then sprach|said der|the HERR|GOD zu|to Abraham|Abraham Warum|what lacht|laugh Sara|Sarah und|and spricht|it-is-said Meinst|thinks du|you das|the es|it wahr|true sei|be daß|that ich|I noch|still gebären|bear werde|beget so|then ich|I doch|please alt|old bin|aged
18:14	Sollte|would dem|the HERRN|GOD etwas|word unmöglich|too-hard sein|wonders Um|for diese|these Zeit|congregation will|will ich|I wieder|back zu|to dir|you kommen|return über|over ein|a Jahr|time so|then soll|shall Sara|Sarah einen|a Sohn|old haben|have
18:15	Da|then leugnete|lie Sara|Sarah und|and sprach|said Ich|I habe|have nicht|not gelacht|laugh denn|for sie|they fürchtete|was-afraid sich|fear Aber|but er|he sprach|said Es|it ist|is nicht|not also|not du|you hast|have gelacht|laugh
18:16	Da|then standen|arise die|the Männer|men auf|arise von|from dannen|there und|and wandten|turned-back sich|look gegen|face Sodom|Sodom und|and Abraham|Abraham ging|go mit|with ihnen|them daß|that er|he sie|they geleitete|send
18:17	Da|then sprach|said der|the HERR|GOD Wie|as kann|can ich|I Abraham|Abraham verbergen|cover was|what ich|I tue|make
18:18	sintemal|since er|he ein|a großes|great und|and mächtiges|strong Volk|nation soll|shall werden|be und|and alle|all Völker|nation auf|on Erden|earth in|in ihm|him gesegnet|blessed werden|be sollen|bless
18:19	Denn|for ich|I weiß|know er|he wird|will befehlen|command seinen|his Kindern|old und|and seinem|his Hause|household nach|after ihm|him daß|that sie|they des|of-the HERRN|GOD Wege|way halten|keep und|and tun|make was|what recht|judgment und|and gut|righteousness ist|is auf|on daß|that der|the HERR|GOD auf|on Abraham|Abraham kommen|come lasse|bring-forth was|what er|he ihm|him verheißen|promised hat|speak
18:20	Und|and der|the HERR|GOD sprach|said Es|it ist|is ein|a Geschrei|cry zu|to Sodom|Sodom und|and Gomorra|Gomorrah das|the ist|is groß|many und|and ihre|their Sünden|sin sind|honour sehr|very schwer|honour
18:21	Darum|therefore will|will ich|I hinabfahren|descend und|and sehen|see ob|whether sie|they alles|altogether getan|done haben|make nach|after dem|the Geschrei|cry das|the vor|before mich|me gekommen|come ist|is oder|or ob|whether s|[s] nicht|not also|so sei|be daß|that ich|I s|[s] wisse|know
18:22	Und|and die|the Männer|men wandten|turned-back ihr|you Angesicht|turn und|and gingen|go gen|to Sodom|Sodom aber|but Abraham|Abraham blieb|stayed stehen|stood vor|face dem|the HERRN|GOD
18:23	und|and trat|come zu|to ihm|him und|and sprach|said Willst|will du|you denn|for den|the Gerechten|righteous mit|hide dem|the Gottlosen|wicked umbringen|consume
18:24	Es|it mögen|might vielleicht|is fünfzig|fifty Gerechte|righteous in|midst der|the Stadt|town sein|his wolltest|would du|you die|the umbringen|consume und|and dem|the Ort|place nicht|not vergeben|bear um|answer fünfzig|fifty Gerechter|righteous willen|sake die|the darin|among wären|were
18:25	Das|the sei|be ferne|begin von|from dir|you daß|that du|you das|word tust|make und|and tötest|die den|the Gerechten|righteous mit|with dem|the Gottlosen|wicked daß|that der|the Gerechte|righteous sei|be gleich|like wie|as der|the Gottlose|wicked Das|the sei|be ferne|begin von|from dir|you der|the du|you aller|all Welt|earth Richter|plead bist|are Du|you wirst|make so|then nicht|not richten|judgment
18:26	Der|the HERR|GOD sprach|said Finde|find ich|I fünfzig|fifty Gerechte|righteous zu|to Sodom|Sodom in|midst der|the Stadt|town so|then will|will ich|I um|for ihrer|their willen|sake dem|the ganzen|whole Ort|place vergeben|bear
18:27	Abraham|Abraham antwortete|answer und|and sprach|said Ach|oh siehe|behold ich|I habe|have mich|me unterwunden|content zu|to reden|speak mit|with dem|the Herrn|LORD wie|as wohl|well ich|I Erde|dust und|and Asche|ashes bin|am
18:28	Es|it möchten|might vielleicht|perhaps fünf|five weniger|want den|the fünfzig|fifty Gerechte|righteous darin|in-it sein|his wolltest|would du|you denn|for die|the ganze|whole Stadt|town verderben|destroy um|for der|the fünf|five willen|sake Er|he sprach|said Finde|find ich|I darin|in-it fünfundvierzig|five so|then will|will ich|I sie|they nicht|not verderben|destroy
18:29	Und|and er|he fuhr|went fort|more mit|with ihm|him zu|to reden|speak und|and sprach|said Man|one möchte|find vielleicht|perhaps vierzig|forty darin|in-it finden|find Er|he aber|but sprach|said Ich|I will|will ihnen|them nichts|nothing tun|make um|for der|the vierzig|forty willen|sake
18:30	Abraham|Abraham sprach|said Zürne|be-angry nicht|kindled Herr|LORD daß|that ich|I noch|still mehr|more rede|speak Man|one möchte|find vielleicht|perhaps dreißig|thirty darin|in-it finden|find Er|he aber|but sprach|said Finde|find ich|I dreißig|thirty darin|in-it so|then will|will ich|I ihnen|them nichts|nothing tun|make
18:31	Und|and er|he sprach|said Ach|oh siehe|behold ich|I habe|have mich|me unterwunden|content mit|with dem|the Herrn|LORD zu|to reden|speak Man|one möchte|find vielleicht|perhaps zwanzig|twenty darin|in-it finden|find Er|he antwortete|answered Ich|I will|will sie|they nicht|not verderben|destroy um|for der|the zwanzig|twenty willen|sake
18:32	Und|and er|he sprach|said Ach|oh zürne|be-angry nicht|kindled Herr|LORD daß|that ich|I nur|only noch|still einmal|once rede|speak Man|one möchte|find vielleicht|perhaps zehn|ten darin|in-it finden|find Er|he aber|but sprach|said Ich|I will|will sie|they nicht|not verderben|destroy um|for der|the zehn|ten willen|sake
18:33	Und|and der|the HERR|GOD ging|went hin|go da|then er|he mit|with Abraham|Abraham ausgeredet|finished hatte|consume und|and Abraham|Abraham kehrte|returned wieder|return um|for an|to seinen|his Ort|place
19:1	Die|the zwei|two Engel|angel kamen|came gen|to Sodom|Sodom des|of-the Abends|even Lot|Lot aber|but saß|dwell zu|to Sodom|Sodom unter|under dem|the Tor|gate Und|and da|then er|Lot sie|they sah|see stand|rose er|he auf|arise ihnen|them entgegen|meet und|and bückte|bowed sich|worship mit|with seinem|his Angesicht|face zur|to-the Erde|earth
19:2	und|and sprach|said Siehe|behold liebe|my Herren|lords kehrt|turn-aside doch|please ein|depart zum|as-a Hause|household eures|your Knechtes|servant und|and bleibt|stay über|over Nacht|lodge laßt|wash eure|your Füße|feet waschen|wash so|then steht|betimes ihr|you morgens|morning früh|early auf|betimes und|and zieht|go eure|your Straße|way Aber|but sie|they sprachen|said Nein|no sondern|but wir|we wollen|will über|over Nacht|lodge auf|on der|the Gasse|street bleiben|lodge
19:3	Da|then nötigte|urge er|he sie|they sehr|very und|and sie|they kehrten|turned zu|to ihm|him ein|depart und|and kamen|came in|in sein|his Haus|household Und|and er|he machte|make ihnen|them ein|a Mahl|feast und|and buk|baked ungesäuerte|unleavened Kuchen|unleavened und|and sie|they aßen|ate
19:4	Aber|but ehe|before sie|they sich|himself legten|lie kamen|came die|the Leute|men der|the Stadt|town Sodom|Sodom und|and umgaben|compass das|the ganze|whole Haus|household jung|servant und|and alt|elders das|the ganze|whole Volk|nation aus|from allen|all Enden|end
19:5	und|and forderten|call Lot|Lot und|and sprachen|said zu|to ihm|him Wo|where sind|are die|the Männer|men die|the zu|to dir|you gekommen|come sind|are diese|these Nacht|night Führe|bring sie|they heraus|bring zu|to uns|us daß|that wir|we sie|they erkennen|know
19:6	Lot|Lot ging|went heraus|bring zu|to ihnen|them vor|before die|the Tür|door und|and schloß|shut die|the Tür|doors hinter|behind sich|himself zu|to
19:7	und|and sprach|said Ach|oh liebe|my Brüder|brothers tut|do nicht|not so|then übel|evil
19:8	Siehe|behold ich|I habe|have zwei|two Töchter|daughter die|the haben|know noch|still keinen|no Mann|man erkannt|know die|the will|will ich|I herausgeben|bring unter|under euch|you und|and tut|make mit|with ihnen|them was|what euch|you gefällt|good allein|only diesen|this Männern|men tut|make nichts|nothing denn|for darum|therefore sind|are sie|they unter|under den|the Schatten|shadow meines|my Daches|beam eingegangen|come
19:9	Sie|they aber|but sprachen|said Geh|come hinweg|beyond und|and sprachen|said auch|also Du|you bist|sojourn der|the einzige|only Fremdling|sojourn hier|here und|and willst|plead regieren|plead Wohlan|now wir|we wollen|will dich|you übler|worse plagen|evil denn|for jene|them Und|and sie|they drangen|urge hart|very auf|on den|the Mann|man Lot|Lot Und|and da|then sie|they hinzuliefen|come und|and wollten|wanted die|the Tür|doors aufbrechen|break
19:10	griffen|send die|the Männer|men hinaus|send und|and zogen|went Lot|Lot hinein|in zu|to sich|himself ins|into-the Haus|household und|and schlossen|shut die|the Tür|doors zu|to
19:11	Und|and die|the Männer|men vor|before der|the Tür|door wurden|smite mit|with Blindheit|blindness geschlagen|smite klein|small und|and groß|great bis|until sie|they müde|exhausted wurden|weary und|and die|the Tür|door nicht|not finden|find konnten|find
19:12	Und|and die|the Männer|men sprachen|said zu|to Lot|Lot Hast|have du|you noch|still irgend|anyone hier|here einen|a Eidam|law und|and Söhne|old und|and Töchter|daughter und|and wer|who dir|you angehört|belongs in|in der|the Stadt|town den|the führe|bring aus|from dieser|this Stätte|place
19:13	Denn|for wir|we werden|be diese|these Stätte|place verderben|destroy darum|therefore daß|that ihr|you Geschrei|cry groß|great ist|magnify vor|before dem|the HERRN|GOD der|GOD hat|has uns|us gesandt|send sie|they zu|to verderben|destroy
19:14	Da|then ging|bring Lot|Lot hinaus|bring und|and redete|speak mit|with seinen|his Eidamen|law die|the seine|his Töchter|daughter nehmen|take sollten|take Macht|power euch|you auf|arise und|and geht|goes aus|bring diesem|this Ort|place denn|for der|the HERR|GOD wird|destroy diese|these Stadt|town verderben|destroy Aber|but es|it war|was ihnen|eye lächerlich|laugh
19:15	Da|then nun|according to die|the Morgenröte|morning aufging|offer hießen|urged die|the Engel|angel den|the Lot|Lot eilen|hurry und|and sprachen|said Mache|make dich|you auf|arise nimm|take dein|your Weib|wife und|and deine|your zwei|two Töchter|daughter die|the vorhanden|around sind|find daß|that du|you nicht|not auch|also umkommst|consume in|in der|the Missetat|iniquity dieser|this Stadt|town
19:16	Da|then er|he aber|but verzog|tarry ergriffen|strong die|the Männer|men ihn|him und|and sein|his Weib|wife und|and seine|his zwei|two Töchter|daughter bei|with der|the Hand|by darum|therefore daß|that der|the HERR|GOD ihn|him verschonte|merciful und|and führten|bring ihn|him hinaus|bring und|and ließen|leave ihn|him draußen|without vor|before der|the Stadt|town
19:17	Und|and als|when sie|they ihn|him hatten|had hinausgebracht|bring sprach|said er|he Errette|escape dein|your Seele|soul und|and sieh|look nicht|not hinter|behind dich|you auch|also stehe|stood nicht|not in|in dieser|this ganzen|whole Gegend|talent Auf|on den|the Berg|mountain rette|flee dich|escape daß|that du|you nicht|not umkommst|consume
19:18	Aber|but Lot|Lot sprach|said zu|to ihnen|them Ach|oh nein|no Herr|LORD
19:19	Siehe|behold dieweil|since dein|your Knecht|servant Gnade|grace gefunden|find hat|has vor|before deinen|your Augen|eye so|then wollest|show du|you deine|your Barmherzigkeit|mercy groß|great machen|magnify die|the du|you an|to mir|with getan|done hast|make daß|that du|you meine|my Seele|soul am|on-the Leben|life erhieltest|live Ich|I kann|could mich|me nicht|not auf|on den|the Berg|mountain retten|escape es|it möchte|cleave mich|me ein|a Unfall|evil ankommen|cleave daß|that ich|I stürbe|die
19:20	Siehe|behold da|then ist|is eine|a Stadt|town nahe|near darein|to ich|I fliehen|flee kann|flee und|and sie|he ist|is klein|small dahin|there will|will ich|I mich|me retten|escape ist|is sie|they doch|please klein|small daß|that meine|my Seele|soul lebendig|alive bleibe|live
19:21	Da|then sprach|said er|he zu|to ihm|him Siehe|behold ich|I habe|bear auch|also in|in diesem|this Stück|word dich|you angesehen|face daß|that ich|I die|the Stadt|town nicht|not umkehre|turn von|from der|the du|you geredet|spoken hast|speak
19:22	Eile|haste und|and rette|flee dich|escape dahin|there denn|for ich|I kann|could nichts|word tun|make bis|until daß|that du|you hineinkommst|arrive Daher|therefore ist|is diese|these Stadt|town genannt|call Zoar|Zoar
19:23	Und|and die|the Sonne|sun war|was aufgegangen|bring auf|on Erden|earth da|then Lot|Lot nach|after Zoar|Zoar kam|came
19:24	Da|then ließ|had der|the HERR|GOD Schwefel|brimstone und|and Feuer|fire regnen|rain von|rain Himmel|heaven herab|down auf|on Sodom|Sodom und|and Gomorra|Gomorrah
19:25	und|and kehrte|turn die|the Städte|town um|turn und|and die|the ganze|whole Gegend|talent und|and alle|all Einwohner|dwell der|the Städte|town und|and was|what auf|on dem|the Lande|land gewachsen|sprouted war|Branch
19:26	Und|and sein|his Weib|wife sah|saw hinter|behind sich|look und|and ward|was zur|to-the Salzsäule|garrison
19:27	Abraham|Abraham aber|but machte|made sich|betimes des|of-the Morgens|morning früh|early auf|betimes an|to den|the Ort|place da|then er|he gestanden|stood vor|face dem|the HERRN|GOD
19:28	und|and wandte|turned sein|his Angesicht|look gegen|face Sodom|Sodom und|and Gomorra|Gomorrah und|face alles|all Land|land der|the Gegend|talent und|and schaute|see und|and siehe|behold da|then ging|offer Rauch|smoke auf|offer vom|from-the Lande|land wie|as ein|a Rauch|smoke vom|from-the Ofen|furnace
19:29	Und|and es|it geschah|happened da|then Gott|God die|the Städte|town in|in der|the Gegend|talent verderbte|destroy gedachte|remember er|he an|to den|the Abraham|Abraham und|and geleitete|send Lot|Lot aus|midst den|the Städten|town die|the er|he umkehrte|turn darin|therein Lot|Lot wohnte|dwell
19:30	Und|and Lot|Lot zog|offer aus|from Zoar|Zoar und|and blieb|dwell auf|on dem|the Berge|mountain mit|with seinen|his beiden|two Töchtern|daughter denn|for er|he fürchtete|was-afraid sich|fear zu|to Zoar|Zoar zu|to bleiben|dwell und|and blieb|dwell also|so in|in einer|one Höhle|cave mit|with seinen|his beiden|two Töchtern|daughter
19:31	Da|then sprach|said die|the ältere|firstborn zu|to der|the jüngeren|younger Unser|our Vater|father ist|is alt|aged und|and ist|is kein|no Mann|man mehr|more auf|on Erden|earth der|the zu|to uns|us eingehen|come-in möge|forgiven nach|after aller|all Welt|earth Weise|way
